INSTITUCION;COD_IPRESS;NOMBRE;CLASIFICACION;TIPO_ESTABLECIMIENTO;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;DIRECCION;CO_DISA;COD_RED;COD_MICRORRED;DISA;RED;MICRORED;COD_UE;UNIDAD_EJECUTORA;CATEGORIA;TELEFONO;HORARIO;INICIO_ACTIVIDAD;ESTADO;NORTE;ESTE;IMAGEN_1;FE_ACT_IMAGEN_1;IMAGEN_2;FE_ACT_IMAGEN_2;IMAGEN_3;FE_ACT_IMAGEN_3
PRIVADO;15345;CENTRO MEDICO LUZ & MERCEDES S.A.C.;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. LIMA 899;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;051-950489313;8:00 - 18:00;10/12/2012;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;25707;POLICLINICO OXIMEDIC  SAC;POLICLINICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;HUANCANE;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;993984618;08:00-18:00;9/07/2018;ACTIVO;-15.84196861;-70.02674444;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180709152010.jpg;;;;;
GOBIERNO REGIONAL;9191;PUESTO DE SALUD HABITH HUMANITY-PUNO;PUESTOS DE SALUD O POSTAS DE SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;CIUDAD LA HUMANIDAD TOTORANI KILOMETRO 6;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;951-352753;8.00 . 18.00;20/12/1993;BAJA DEFINITIVA;;;;;;;;
PRIVADO;26067;Consultorio Odontológico MONSSON;CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;Tacna;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;956426529;9:00 - 20:00;10/10/2016;ACTIVO;-15.84511926;-70.02222382;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181109162541.jpg;;;;;
PRIVADO;25698;IMAXCENTER;DIAGNOSTICO POR IMAGENES;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;Arequipa;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;(51)355702;9:00 - 20:00;10/07/2018;ACTIVO;-15.8413261;-70.0267157;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180710085617.jpg;;;;;
PRIVADO;27987;ODONTOVIDA;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;EL SOL;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;51 951609048;9:00 - 20:00;26/10/2015;ACTIVO;-15.8402218;-70.0218805;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20191107133149.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20191107133155.jpg;;;
PRIVADO;27595;SAUCES MEDICAL CENTER;;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;TACNA;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;II-E;051 773844;08:00 - 20:00;30/04/2019;ACTIVO;-15.8402218;-70.0218805;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20191029213952.JPG;;;;;
PRIVADO;26729;ODONTOWAWA;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;deza;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;940235453;10:00 - 20:00;12/02/2019;ACTIVO;-15.83699633;-70.03094637;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190426115757.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190426115754.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190426115801.jpg;
PRIVADO;24885;"POLICLINICO ""MYA MEDIC""";POLICLINICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;HUANCANE;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;982663388;8:00 - 18:00;9/03/2018;CIERRE TEMPORAL DE OFICIO;-15.8419545;-70.02665886;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20220601102416.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20220601102421.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20220601102425.jpeg;
PRIVADO;25918;SERVICIOS MEDICOS SAN MARTIN DE PORRES EIRL.;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AYACUCHO;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;51355313;7:00 - 19:00;30/06/2016;ACTIVO;-15.8402218;-70.0218805;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20251104151904.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20251104151909.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20251104151913.jpeg;
PRIVADO;24886;PRO MUJER INC;CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AVENIDA EL SOL CON JIRÓN CANDELARIA;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;(51) 599120;9:00 - 18:00;18/10/2017;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;26922;CENTRO MEDICO SOLIDARIO EL SALVADOR;CENTROS MEDICOS ESPECIALIZADOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;SAN MARTIN;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-2;951999976;8:00 - 18:00;1/02/2019;ACTIVO;-15.85801257;-70.01572751;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190307112220.jpg;;;;;
PRIVADO;26407;SPA ODONTOLOGICO B&B;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;Lambayeque;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;(51)353685;9:30 - 21:00;1/06/2018;ACTIVO;-15.83825541;-70.02867267;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190326231750.jpg;;;;;
PRIVADO;26343;"CENTRO ODONTOLOGIGO ""SARVEL""";CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;Tacna;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;951047677;10:00 - 21:00;3/04/2006;ACTIVO;-15.84572389;-70.02192355;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181123180229.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181123180229.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181123180233.jpg;
PRIVADO;26662;CLINICA MAYOR PUNO EIRL.;CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;FEDERICO MORE;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-4;51638649;08:00 -  20:00;1/03/2019;CIERRE TEMPORAL DE OFICIO;-15.84257249;-70.02424621;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190313100525.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190313100522.jpg;;;
PRIVADO;27503;CENTRO DE DIAGNÓSTICOS MÉDICOS VIRGEN DE LA CANDELARIA;DIAGNOSTICO POR IMAGENES,PATOLOGIA CLINICA,ATENCION DOMICILIARIA;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;PARDO;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;951751179;14:00 - 20:00;1/10/2019;CIERRE TEMPORAL DE OFICIO;-15.83620757;-70.03071315;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20191015000257.jpg;;;;;
PRIVADO;27825;CENTRO DE SERVICIOS MEDICOS SAN ANTONIO DE PADUA S.A.C.;POLICLINICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AREQUIPA;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;958482727;8:00 - 18:00;16/12/2019;CIERRE TEMPORAL DE OFICIO;-15.84155411;-70.026545;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20191216164725.jpeg;;;;;
PRIVADO;25534;CLINICA SANTO DOMINGO;CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;YANAMAYO;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-4;976772796;8:00 - 14:00;6/01/2016;CIERRE TEMPORAL DE OFICIO;-15.82459456;-70.03561341;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180111115634.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180111115642.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180111115653.jpg;
PRIVADO;24400;POLICLINICO DEL SUR SOME SAC;POLICLINICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;EL SOL;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;51209107;8:00-20:00;1/06/2017;CIERRE TEMPORAL DE OFICIO;-15.84132188;-70.02144612;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20170912193252.jpg;;;;;
PRIVADO;27922;J & D INNOVA DENTAL;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;EL SOL;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;931834155;9:00 - 20:00;15/07/2019;ACTIVO;;;;;;;;
GOBIERNO REGIONAL;27845;SERVICIO DE ATENCION MOVIL DE URGENCIA SAMU PUNO;CENTRO DE ATENCIÓN AMBULATORIA;OFERTA FLEXIBLE;PUNO;PUNO;PUNO;210101;JOSE ANTONIO ENCINAS;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;914;SALUD PUNO - LAMPA;0;51773043;0:00 - 24:00;12/12/2019;ACTIVO;-15.84446902;-70.02179467;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20200106130032.jpeg;;;;;
PRIVADO;27848;MEDICENTER MALENA SAC;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;huancane;29;;;PUNO;;;;;I-3;951979851;08:30 -17:00;21/01/2020;ACTIVO;-15.84181387;-70.02607547;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20231110101826.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20231110101835.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20231110102041.jpeg;
OTRO;28133;CLINICA LAS KALAS;HOSPITALES O CLINICAS DE ATENCION GENERAL;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;TACNA;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-4;982700939;06:00 a 22:00;15/04/2016;ACTIVO;-15.8402218;-70.0218805;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20200611145759.jpeg;;;;;
PRIVADO;28066;facedent cirugía facial e implantes;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;avenida la torre nro 135 2do piso;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;988397334;16.00 - 20.00;3/10/2014;ACTIVO;-15.83681616;-70.02638931;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20200526205052.jpg;;;;;
PRIVADO;25660;CENTRO ESPECIALIZADO EN SALUD SEXUAL Y REPRODUCTIVA MADAME FESSEL;CENTROS MEDICOS ESPECIALIZADOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;MOQUEGUA;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;2619242;08:00 - 17:00;2/03/2018;ACTIVO;-15.8402218;-70.0218805;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180810112931.jpg;;;;;
PRIVADO;27066;CENTRO MEDICO MEDIDENT;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;FLORAL;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;987057002;08:00 - 20:00;11/03/2019;CIERRE TEMPORAL DE PARTE;-15.83251929;-70.02455466;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190318144431.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190318144437.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190318144449.jpg;
PRIVADO;26319;NEWRAY - CENTRO DE RADIOLOGIA DIGITAL ORAL Y MAXILOFACIAL;DIAGNOSTICO POR IMAGENES;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;TEODORO VALCARCEL;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;(51) 959688118;8:00 - 20:00;15/01/2019;ACTIVO;-15.83716826;-70.02700109;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190123195245.jpg;;;;;
PRIVADO;27095;LABORATORIOS BIOPROYECT;PATOLOGIA CLINICA;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;MOQUEGUA;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;(51) 635103;8.00 - 21.00;30/03/2017;CIERRE TEMPORAL DE OFICIO;-15.83853424;-70.02682649;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190806121116.jpg;;;;;
OTRO;26495;DIAGNOSTICO POR IMAGENES UNA PUNO;DIAGNOSTICO POR IMAGENES;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;JORGE BASADRE;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;051- 367391;8:00 - 18:00;20/11/2018;ACTIVO;-15.8243805;-70.0162544;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181228125706.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181228125926.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20181228130026.jpg;
GOBIERNO REGIONAL;3251;HOSPITAL REGIONAL MANUEL NUÑEZ BUTRON;HOSPITALES O CLINICAS DE ATENCION GENERAL;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JIRON RICARDO PALMA Nº 120;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;1435;HOSPITAL REGIONAL MANUEL NUÑEZ BUTRON;II-2;051-209722;0:00 - 24:00;15/10/1965;ACTIVO;-15.84185333;-70.02156667;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20191211100648.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20191211100832.JPG;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20191211102428.jpg;
PRIVADO;10143;CENTRO DE HEMODIALISIS SERMEDIAL S.A.C. PUNO;HEMODIALISIS;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;URB. APROVISA MANZANA 1B LOTE 5;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;051-364758;6.30: - 20:00;1/07/2008;ACTIVO;-15.878932;-69.998718;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20210709150047.jpeg;;;;;
SANIDAD DEL EJERCITO DEL PERU;10884;POLICLINICO MILITAR MANCO CAPAC;CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AV.EJERCITO S/N - CHANU CHANU;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;995-733374;24 HORAS;25/07/1963;BAJA DEFINITIVA;;;;;;;;
GOBIERNO REGIONAL;3260;JALLIHUAYA;PUESTOS DE SALUD O POSTAS DE SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;CENTRO POBLADO JALLIHUAYA SECTOR INCAPUJIO;29;150;969;PUNO;PUNO;SIMON BOLIVAR;919;SALUD PUNO;I-2;051-369368;7:00 - 19:00;8/02/1990;ACTIVO;-15.88036833;-69.9694;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3260_29378523_1435165473427.png;24/06/2015 00:00;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3260_29378523_1435165511368.png;24/06/2015 00:00;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=Fotografia_3260_29378523_1435165556301.png;24/06/2015 00:00
PRIVADO;27874;CENTRO MEDICO SAN MIGUEL ARCANGEL PUNO SAC;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;4 DE NOVIEMBRE;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;951128406;8.00 - 16.00;19/12/2019;CIERRE TEMPORAL DE OFICIO;-15.8402218;-70.0218805;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20200107140406.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20200107140414.jpeg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20200107140421.jpeg;
PRIVADO;18142;DENTO FAMILY;CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JIRON TACNA NRO 937;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;51951422360;24 HORAS;16/03/2014;ACTIVO;;;;;;;;
PRIVADO;27924;PROACTIVA;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;EL EJERCITO;29;;;PUNO;;;;;I-1;930596952;8:00-20:00;5/03/2014;ACTIVO;;;;;;;;
SANIDAD DEL EJERCITO DEL PERU;21066;POLICLÍNICO MILITAR MANCO CÁPAC;POLICLINICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;AV. EL EJÉRCITO S/N;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-3;051-355643;8:00-14:00;1/04/1978;ACTIVO;-15.8579331;-70.0082584;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20240117150845.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20201130111245.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20201130111301.jpg;
GOBIERNO REGIONAL;29833;"CENTRO DE SALUD MENTAL COMUNITARIO ""ALFREDO MENDIGURI PINEDA"" DE PUNO";CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;RAMIS;29;150;0;PUNO;PUNO;NO PERTENECE A NINGUNA MICRORED;919;SALUD PUNO;I-3;(051) 369368;07:00 - 19:00;30/12/2020;ACTIVO;-15.8437211;-70.0207521;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20210412211605.jpg;;;;;
PRIVADO;19667;CENTRO MEDICO QUIRURGICO Y MEDICINA DE ALTURA SAN FRANCISCO DE BORJA S.R.L;CENTROS MEDICOS ESPECIALIZADOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;URBANIZACION CHANU CHANU 1 RA ETAPA B-2;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;051-369016;8:00 - 18:00;2/12/2014;ACTIVO;;;;;;;;
PRIVADO;12215;CENTRO MEDICO SAN MARTIN DE PORRES SCRL;CENTROS DE SALUD O CENTROS MEDICOS;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;JR. AYACUCHO 748 -PUNO;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-2;051-355313;8:00 - 18:00;1/08/2011;CIERRE TEMPORAL DE OFICIO;;;;;;;;
PRIVADO;18356;"CENTRO MEDICINA ALTERNATIVA ""EQUILIBRIO Y BIENESTAR""";CENTROS DE MEDICINA ALTERNATIVA;SERVICIO MÉDICO DE APOYO;PUNO;PUNO;PUNO;210101;JIRON. LAMPA  N° 345;29;0;0;PUNO;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;982702509 / 951317877;15:00  -  20:00;2/10/2013;ACTIVO;;;;;;;;
PRIVADO;27054;CLINICA DE EMERGENCIAS NUESTRA SEÑORA DE GUADALUPE;HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA;ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO;PUNO;PUNO;PUNO;210101;VELA VELA;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-4;51638335;08.00 - 20.00;14/03/2019;CIERRE TEMPORAL DE OFICIO;-15.83265347;-70.01992785;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20190314182818.jpg;;;;;
SANIDAD DE LA POLICIA NACIONAL DEL PERU;10239;POSTA MEDICA -ETS- PNP-PUNO;PUESTOS DE SALUD O POSTAS DE SALUD;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;PARQUE INDUSTRIAL AZIRUNI S/N SALCEDO;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;0;051-365473;8:00 - 14:00;1/08/1998;BAJA DEFINITIVA;;;;;;;;
PRIVADO;25604;CENTRO ODONTOLOGICO DIBUJANDO SONRISAS;CENTRO ODONTOLOGICO;ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO;PUNO;PUNO;PUNO;210101;TACNA;;0;0;;NO PERTENECE A NINGUNA RED;NO PERTENECE A NINGUNA MICRORED;;;I-1;998454549;8:00 - 8:00;10/08/2018;CIERRE TEMPORAL DE OFICIO;-15.4866134;-70.1190783;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180810112025.jpg;;http://app20.susalud.gob.pe:8080/registro-renipress-webapp/ipress.htm?action=downloadFile&idArchivo=INSASU20180810112031.jpg;;;
